,MMSI,LAT,LON,VesselName
463,367552480,38.94856,-74.90645,AMERICAN STAR
464,367552480,38.94906,-74.90771,AMERICAN STAR
465,367552480,38.94976,-74.90886,AMERICAN STAR
466,367552480,38.94976,-74.90888,AMERICAN STAR
467,367552480,38.94976,-74.90888,AMERICAN STAR
468,367552480,38.94979,-74.90887,AMERICAN STAR
469,367552480,38.94978,-74.90886,AMERICAN STAR
470,367552480,38.94978,-74.90886,AMERICAN STAR
471,367552480,38.94977,-74.90885,AMERICAN STAR
472,367552480,38.94977,-74.90885,AMERICAN STAR
473,367552480,38.94977,-74.90885,AMERICAN STAR
474,367552480,38.94977,-74.90885,AMERICAN STAR
475,367552480,38.94977,-74.90885,AMERICAN STAR
476,367552480,38.94977,-74.90885,AMERICAN STAR
477,367552480,38.94977,-74.90885,AMERICAN STAR
478,367552480,38.94978,-74.90885,AMERICAN STAR
479,367552480,38.94978,-74.90885,AMERICAN STAR
480,367552480,38.94978,-74.90885,AMERICAN STAR
481,367552480,38.94978,-74.90885,AMERICAN STAR
482,367552480,38.94978,-74.90885,AMERICAN STAR
483,367552480,38.94978,-74.90885,AMERICAN STAR
484,367552480,38.94978,-74.90885,AMERICAN STAR
485,367552480,38.94968,-74.90863,AMERICAN STAR
486,367552480,38.94908,-74.90794,AMERICAN STAR
487,367552480,38.9489,-74.90708,AMERICAN STAR
488,367552480,38.94827,-74.90444,AMERICAN STAR
489,367552480,38.94861,-74.90051,AMERICAN STAR
490,367552480,38.94905,-74.89671,AMERICAN STAR
491,367552480,38.94957,-74.89284,AMERICAN STAR
492,367552480,38.94999,-74.8908,AMERICAN STAR
493,367552480,38.95051,-74.88751,AMERICAN STAR
494,367552480,38.95106,-74.88402,AMERICAN STAR
495,367552480,38.95122,-74.88164,AMERICAN STAR
496,367552480,38.95132,-74.87781,AMERICAN STAR
497,367552480,38.94934,-74.87438,AMERICAN STAR
498,367552480,38.94572,-74.87136,AMERICAN STAR
499,367552480,38.9421,-74.86846,AMERICAN STAR
500,367552480,38.93858,-74.86552,AMERICAN STAR
501,367552480,38.9348,-74.86331,AMERICAN STAR
502,367552480,38.93517,-74.86901,AMERICAN STAR
503,367552480,38.93529,-74.87505,AMERICAN STAR
504,367552480,38.93424,-74.88098,AMERICAN STAR
505,367552480,38.93345,-74.8869,AMERICAN STAR
506,367552480,38.93239,-74.89282,AMERICAN STAR
507,367552480,38.93194,-74.89479,AMERICAN STAR
508,367552480,38.93076,-74.90086,AMERICAN STAR
509,367552480,38.92941,-74.90697,AMERICAN STAR
510,367552480,38.9281,-74.91315,AMERICAN STAR
511,367552480,38.92703,-74.91938,AMERICAN STAR
512,367552480,38.92655,-74.92587,AMERICAN STAR
513,367552480,38.92639,-74.9324,AMERICAN STAR
514,367552480,38.92689,-74.93897,AMERICAN STAR
